ID,이름,현재.상태,생년월일,samename_check
79448,박민규,은퇴,1990년 09월 12일,
69056,박민석,KBO,2000년 04월 13일,1군기록없음
78243,박민석,은퇴,1989년 07월 04일,16_NC
62907,박민우,KBO,1993년 02월 06일,
64893,박민호,KBO,1992년 02월 25일,
75125,박병호,KBO,1986년 07월 10일,10_LG_11_15_18_19_키움
89630,박병호,은퇴,1970년 07월 09일,1군기록없음
78758,박상규,은퇴,1989년 05월 02일,
66707,박상언,Futures,1997년 03월 03일,
66006,박상원,은퇴,1989년 08월 19일,1군기록없음
67703,박상원,KBO,1994년 09월 09일,17_19_한화
62457,박상원,은퇴,1994년 02월 07일,1군기록없음
79657,박상혁,은퇴,1990년 03월 07일,
79866,박상현,은퇴,1989년 11월 22일,10_SK
91778,박상현,은퇴,1972년 08월 18일,1군기록없음
74465,박석민,KBO,1985년 06월 22일,
68201,박성모,Futures,1995년 02월 22일,
65206,박성민,은퇴,1992년 11월 14일,16_두산
67554,박성민,Futures,1998년 01월 31일,1군기록없음
65120,박성준,Futures,1996년 03월 27일,
67893,박성한,Futures,1998년 03월 30일,
79760,박성호,은퇴,1986년 07월 04일,
75464,박성훈,은퇴,1982년 09월 19일,10_14_키움
89131,박성훈,은퇴,1967년 01월 23일,1군기록없음
64021,박세웅,KBO,1995년 11월 30일,15_19_롯데
62926,박세웅,은퇴,1993년 08월 12일,16_NC
76446,박세웅,은퇴,1982년 08월 05일,1군기록없음
65844,박세웅,은퇴,1996년 05월 10일,1군기록없음
77559,박세진,은퇴,1988년 04월 09일,1군기록없음
66047,박세진,KBO,1997년 06월 27일,16_18_KT
62244,박세혁,KBO,1990년 01월 09일,
62802,박승욱,KBO,1992년 12월 04일,
66305,박승주,은퇴,1994년 02월 12일,
60559,박시영,KBO,1989년 03월 10일,
68249,박신지,KBO,1999년 07월 16일,
77104,박용근,은퇴,1984년 01월 21일,
72133,박용택,KBO,1979년 04월 21일,
67202,박유연,KBO,1998년 12월 20일,
77848,박윤,은퇴,1988년 03월 07일,
69762,박윤철,KBO,1996년 03월 23일,
63967,박으뜸,은퇴,1990년 06월 14일,
62883,박인성,은퇴,1990년 03월 23일,
71857,박재상,은퇴,1982년 07월 20일,
64100,박재욱,Futures,1995년 12월 06일,
96362,박재홍,은퇴,1973년 09월 07일,
74846,박정권,KBO,1981년 07월 21일,
75250,박정배,KBO,1982년 04월 01일,
65639,박정수,KBO,1996년 01월 29일,
62353,박정음,KBO,1989년 04월 15일,
73543,박정준,은퇴,1984년 06월 26일,10_롯데_11_12_키움_13_15_NC
61396,박정준,KBO,1992년 03월 22일,16_18_키움_19_두산
99737,박정진,은퇴,1976년 05월 27일,
91514,박정태,은퇴,1969년 01월 27일,
88332,박정현,은퇴,1969년 07월 10일,1군기록없음
70604,박정현,은퇴,1981년 06월 04일,1군기록없음
76456,박정현,은퇴,1982년 08월 09일,1군기록없음
65505,박정현,Futures,1996년 05월 08일,1군기록없음
82432,박정환,은퇴,1957년 05월 25일,1군기록없음
70408,박정환,은퇴,1977년 10월 23일,10_11_SK
79844,박정환,은퇴,1986년 03월 14일,1군기록없음
91542,박정훈,은퇴,1988년 10월 03일,1군기록없음
79189,박정훈,은퇴,1986년 10월 24일,1군기록없음
63292,박종기,KBO,1995년 01월 21일,
62338,박종윤,은퇴,1993년 02월 09일,12_13_16_17_키움
71562,박종윤,은퇴,1982년 04월 11일,10_16_롯데
99244,박종윤,은퇴,1974년 12월 31일,1군기록없음
40007,박종훈,은퇴,1959년 06월 12일,1군기록없음
60841,박종훈,KBO,1991년 08월 13일,11_12_15_19_SK
69328,박주성,KBO,2000년 11월 09일,
68097,박주현,KBO,1999년 08월 03일,1군기록없음
65348,박주현,은퇴,1996년 06월 19일,16_17_키움
68703,박주홍,KBO,1999년 08월 20일,
71815,박준서,은퇴,1981년 12월 11일,
70349,박준수,은퇴,1977년 03월 18일,
66928,박준영,은퇴,1997년 08월 05일,16_NC
69809,박준영,Futures,1996년 10월 03일,1군기록없음
82046,박준영,은퇴,1953년 02월 20일,1군기록없음
89331,박준태,은퇴,1967년 02월 22일,1군기록없음
64657,박준태,KBO,1991년 07월 26일,14_15_18_19_기아
63638,박준표,KBO,1992년 06월 26일,
64724,박준혁,KBO,1991년 01월 09일,14_16_19_한화
68003,박준혁,Futures,1999년 08월 30일,1군기록없음
65136,박지규,KBO,1991년 10월 12일,
62637,박지훈,KBO,1989년 09월 21일,
69594,박진,KBO,1999년 04월 02일,
64697,박진두,Futures,1996년 03월 28일,
96307,박진만,은퇴,1976년 11월 30일,
91899,박진석,은퇴,1968년 01월 08일,
67716,박진수,은퇴,1998년 05월 06일,
78606,박진영,은퇴,1985년 03월 27일,
67004,박진우,은퇴,1995년 01월 09일,1군기록없음
63991,박진우,KBO,1990년 02월 12일,15_18_19_NC
76235,박진원,은퇴,1987년 03월 17일,
93628,박진철,은퇴,1975년 02월 28일,
67646,박진태,Futures,1994년 10월 19일,
71163,박진형,은퇴,1978년 08월 27일,1군기록없음
63512,박진형,KBO,1994년 06월 10일,15_19_롯데
74565,박진환,은퇴,1981년 03월 10일,
62409,박찬도,KBO,1989년 02월 22일,
64646,박찬호,KBO,1995년 06월 05일,14_16_19_기아
62761,박찬호,은퇴,1973년 06월 30일,12_한화
65724,박철우,은퇴,1991년 07월 11일,1군기록없음
87630,박철우,은퇴,1964년 04월 12일,1군기록없음
64804,박철우,은퇴,1991년 01월 29일,15_SK
67266,박치국,KBO,1998년 03월 10일,
63703,박한결,KBO,1994년 12월 24일,
64764,박한길,은퇴,1994년 06월 03일,
71432,박한이,KBO,1979년 01월 28일,
62415,박해민,KBO,1990년 02월 24일,
79356,박헌도,은퇴,1987년 01월 01일,
62921,박헌욱,KBO,1993년 04월 11일,
79817,박현준,은퇴,1986년 09월 22일,
76858,박희수,KBO,1983년 07월 13일,
68245,반슬라이크,은퇴,1986년 07월 24일,
66452,발디리스,은퇴,1983년 01월 05일,
60105,배민관,은퇴,1991년 07월 29일,
69974,배민서,KBO,1999년 11월 18일,
64501,배성근,KBO,1995년 04월 27일,
62730,배스,은퇴,1982년 01월 06일,12_한화
70643,배스,은퇴,1974년 06월 22일,1군기록없음
79465,배영섭,KBO,1986년 06월 27일,
70425,배영수,KBO,1981년 05월 04일,
79191,배우열,KBO,1986년 05월 19일,
76540,배장호,KBO,1987년 06월 25일,
63145,배재준,KBO,1994년 11월 24일,
64995,배재환,KBO,1995년 02월 24일,
64166,배정대,KBO,1995년 06월 12일,
96542,배정훈,은퇴,1973년 12월 20일,
65516,배제성,KBO,1996년 09월 29일,
72321,배힘찬,은퇴,1983년 12월 08일,
63559,백동훈,KBO,1990년 09월 16일,
60456,백상원,은퇴,1988년 01월 02일,
69839,백승건,KBO,2000년 10월 29일,
75705,백승룡,은퇴,1982년 08월 16일,
64410,백승민,KBO,1990년 07월 09일,
65109,백승현,KBO,1995년 05월 26일,
78643,백용환,KBO,1989년 03월 20일,
77446,백정현,KBO,1987년 07월 13일,
75640,백정훈,은퇴,1982년 06월 24일,
60100,백창수,KBO,1988년 05월 09일,
63432,밴덴헐크,은퇴,1985년 05월 22일,
67845,밴와트,은퇴,1986년 02월 14일,
62322,밴헤켄,은퇴,1979년 07월 31일,
67650,버나디나,은퇴,1984년 06월 12일,
69934,버틀러,KBO,1991년 03월 13일,
60329,번사이드,은퇴,1977년 03월 15일,
67598,번즈,은퇴,1990년 08월 07일,
68953,베렛,은퇴,1990년 06월 19일,
69950,베탄코트,KBO,1991년 09월 02일,
66440,벨레스터,은퇴,1986년 06월 06일,
60526,변용선,은퇴,1987년 05월 17일,
69727,변우혁,KBO,2000년 03월 18일,
62263,변진수,KBO,1993년 04월 01일,
68400,보니야,은퇴,1990년 06월 18일,
66226,보우덴,은퇴,1986년 09월 09일,
64230,볼스테드,은퇴,1986년 09월 23일,
65802,봉민호,은퇴,1996년 06월 26일,
77147,봉중근,은퇴,1980년 07월 15일,
62833,부시,은퇴,1979년 11월 09일,12_SK
98731,부시,은퇴,1968년 07월 07일,1군기록없음
60727,부에노,은퇴,1981년 03월 05일,
61897,부첵,은퇴,1978년 10월 24일,
65823,브라운,은퇴,1984년 09월 10일,15_SK
76429,브라운,은퇴,1977년 03월 31일,1군기록없음
67313,브리검,KBO,1988년 02월 10일,
67742,비야누에바,은퇴,1983년 11월 28일,
62688,빌로우,은퇴,1985년 11월 15일,
60594,사도스키,은퇴,1982년 10월 04일,
68815,산체스,KBO,1989년 11월 28일,18_19_SK
75831,산체스,은퇴,1974년 10월 11일,1군기록없음
68345,샌즈,KBO,1987년 09월 28일,
68748,샘슨,은퇴,1991년 01월 06일,
78168,서건창,KBO,1989년 08월 22일,
64759,서균,KBO,1992년 01월 11일,
73606,서동욱,KBO,1984년 03월 21일,
75261,서동환,은퇴,1986년 03월 27일,
62164,서상우,KBO,1989년 09월 17일,
72822,서성종,은퇴,1983년 06월 17일,
72157,서승화,은퇴,1979년 07월 13일,
66203,서예일,Futures,1993년 06월 19일,
63603,서용주,은퇴,1990년 06월 30일,
66068,서의태,KBO,1997년 09월 05일,
78640,서재응,은퇴,1977년 05월 24일,
90670,서정필,은퇴,1971년 08월 05일,
69539,서준원,KBO,2000년 11월 05일,
61895,서진용,KBO,1992년 10월 02일,
66742,서캠프,은퇴,1987년 07월 16일,
69744,서폴드,KBO,1990년 01월 16일,
68159,성동현,KBO,1999년 05월 18일,
79222,성영훈,은퇴,1990년 06월 24일,
62406,성의준,은퇴,1989년 12월 17일,
63810,세든,은퇴,1983년 10월 13일,
62731,션헨,은퇴,1981년 04월 23일,
62698,소사,KBO,1985년 07월 28일,
63619,손동욱,KBO,1989년 08월 06일,
69041,손동현,KBO,2001년 01월 23일,
97571,손민한,은퇴,1975년 01월 02일,
75321,손승락,KBO,1982년 03월 04일,
73213,손시헌,KBO,1980년 10월 19일,
77532,손아섭,KBO,1988년 03월 18일,
76639,손영민,은퇴,1987년 04월 28일,
76536,손용석,은퇴,1987년 04월 13일,
98538,손인호,은퇴,1975년 04월 03일,
63914,손정욱,은퇴,1990년 12월 24일,
67143,손주영,은퇴,1998년 12월 02일,
72456,손주인,KBO,1983년 12월 01일,
97103,손지환,은퇴,1978년 11월 13일,
62462,손형준,은퇴,1989년 07월 01일,
76753,송광민,KBO,1983년 06월 24일,
69962,송명기,KBO,2000년 08월 09일,
64012,송민섭,KBO,1991년 08월 02일,
75612,송산,은퇴,1982년 07월 02일,
65357,송성문,KBO,1996년 08월 29일,
77591,송승준,KBO,1980년 06월 29일,
69203,송승환,KBO,2000년 10월 28일,
99314,송신영,은퇴,1977년 03월 01일,
61156,송윤준,은퇴,1992년 07월 16일,
73801,송은범,KBO,1984년 03월 17일,
72853,송정훈,은퇴,1982년 03월 11일,
60404,송주호,은퇴,1988년 07월 11일,
64469,송준석,KBO,1994년 05월 04일,
96761,송지만,은퇴,1973년 03월 02일,
74731,송창식,KBO,1985년 03월 25일,
63791,송창현,KBO,1989년 08월 17일,13_14_16_19_한화
67564,송창현,Futures,1997년 07월 07일,1군기록없음
64158,스나이더,은퇴,1982년 05월 25일,
69901,스몰린스키,KBO,1989년 02월 09일,
65219,스와잭,은퇴,1985년 09월 10일,
64864,스캇,은퇴,1978년 06월 25일,14_SK
76633,스캇,은퇴,1975년 05월 17일,1군기록없음
67935,스크럭스,은퇴,1987년 09월 23일,
65931,스튜어트,은퇴,1986년 09월 28일,
65658,스틴슨,은퇴,1988년 03월 14일,
64049,시스코,은퇴,1983년 01월 13일,
98742,신경현,은퇴,1975년 11월 28일,
62160,신동훈,KBO,1994년 01월 24일,
71504,신명철,은퇴,1978년 08월 06일,
65207,신민재,KBO,1996년 01월 21일,19_SK
65033,신민재,은퇴,1992년 03월 03일,1군기록없음
66662,신범수,KBO,1998년 01월 25일,
68067,신병률,KBO,1996년 01월 30일,
62556,신본기,KBO,1989년 03월 21일,
95469,신성필,은퇴,1976년 08월 17일,
64086,신성현,KBO,1990년 10월 19일,
70839,신승현,은퇴,1983년 08월 13일,
69508,신용수,KBO,1996년 01월 05일,
72649,신용운,은퇴,1983년 09월 08일,
94126,신윤호,은퇴,1975년 05월 15일,
62937,신재영,KBO,1989년 11월 18일,
75138,신재웅,KBO,1982년 03월 28일,12_14_LG_15_19_SK
95728,신재웅,은퇴,1972년 10월 10일,1군기록없음
60140,신정락,KBO,1987년 05월 13일,
61830,신정익,은퇴,1987년 02월 04일,
72559,신종길,은퇴,1983년 12월 31일,
72739,신주영,은퇴,1984년 02월 15일,
67944,신진호,KBO,1991년 10월 20일,
76140,신창호,은퇴,1987년 03월 18일,
76763,신해수,은퇴,1987년 11월 30일,
76304,신현철,은퇴,1987년 11월 02일,
96722,심광호,은퇴,1977년 08월 01일,
64594,심규범,은퇴,1991년 09월 04일,
60636,심동섭,은퇴,1991년 09월 20일,
74167,심수창,KBO,1981년 02월 09일,
64006,심우준,KBO,1995년 04월 28일,
64017,심재민,은퇴,1994년 02월 18일,
61411,심창민,Futures,1993년 02월 01일,
63940,아담,은퇴,1987년 12월 09일,
68435,아델만,은퇴,1987년 11월 13일,
65523,아두치,은퇴,1985년 05월 15일,
69530,아수아헤,KBO,1991년 11월 02일,
92207,안경현,은퇴,1970년 02월 13일,
61215,안규영,은퇴,1988년 04월 12일,
64462,안규현,은퇴,1995년 11월 30일,
79291,안동현,은퇴,1986년 12월 24일,
64041,안상빈,은퇴,1995년 03월 23일,
66864,안상현,KBO,1997년 01월 27일,
63027,안성무,은퇴,1990년 12월 14일,
60412,안성필,은퇴,1987년 07월 29일,
60713,안승민,은퇴,1991년 06월 21일,
64011,안승한,KBO,1992년 01월 25일,
73738,안영명,KBO,1984년 11월 19일,
76758,안영진,은퇴,1983년 09월 03일,
68341,안우진,KBO,1999년 08월 30일,
65115,안익훈,Futures,1996년 02월 12일,
60865,안정광,은퇴,1989년 11월 29일,
66367,안정훈,은퇴,1997년 05월 15일,
66406,안주형,은퇴,1993년 08월 14일,
64022,안중열,KBO,1995년 09월 01일,
72463,안지만,은퇴,1983년 10월 01일,
67006,안치영,KBO,1998년 05월 29일,
72161,안치용,은퇴,1979년 02월 23일,
79608,안치홍,KBO,1990년 07월 02일,
74460,안태영,은퇴,1985년 03월 15일,
61332,알드리지,은퇴,1979년 06월 13일,
69045,알칸타라,KBO,1992년 12월 04일,
67559,애디튼,은퇴,1987년 12월 16일,
62644,앤서니,은퇴,1982년 10월 28일,
64737,앨버스,은퇴,1985년 10월 06일,
67365,양기현,KBO,1998년 12월 16일,
64153,양석환,Futures,1991년 07월 15일,
62797,양성우,KBO,1989년 05월 02일,
76759,양승진,은퇴,1987년 04월 19일,
92601,양승철,은퇴,1973년 04월 04일,1군기록없음
69646,양승철,KBO,1992년 07월 15일,19_기아
76459,양영동,은퇴,1983년 07월 16일,
64117,양원혁,KBO,1991년 07월 21일,
76232,양의지,KBO,1987년 06월 05일,
79530,양종민,KBO,1990년 10월 09일,
93410,양준혁,은퇴,1969년 05월 26일,
68415,양창섭,KBO,1999년 09월 22일,
61268,양현,KBO,1992년 08월 23일,
80070,양현기,은퇴,1966년 11월 20일,
70608,양현석,은퇴,1977년 10월 20일,
77637,양현종,KBO,1988년 03월 01일,
75750,양훈,은퇴,1986년 05월 29일,
64641,어센시오,은퇴,1983년 05월 30일,
65036,어윈,은퇴,1987년 02월 25일,
65056,엄상백,KBO,1996년 10월 04일,
70855,엄정욱,은퇴,1981년 06월 18일,
62748,엄태용,은퇴,1994년 02월 24일,
65630,에반,은퇴,1983년 05월 12일,
66244,에반스,은퇴,1986년 01월 30일,16_17_두산
71719,에반스,은퇴,1968년 01월 01일,1군기록없음
79825,여건욱,KBO,1986년 09월 16일,
76743,연경흠,은퇴,1983년 09월 14일,
68330,예진원,KBO,1999년 03월 16일,
67748,오간도,은퇴,1983년 10월 05일,
61726,오넬리,은퇴,1983년 05월 26일,
62022,오두철,은퇴,1985년 04월 25일,
69430,오상민,KBO,2000년 03월 29일,1군기록없음
97815,오상민,은퇴,1974년 10월 20일,10_11_LG
67116,오석주,KBO,1998년 04월 14일,
69636,오선우,KBO,1996년 12월 13일,
78756,오선진,KBO,1989년 07월 07일,
67312,오설리반,은퇴,1987년 09월 01일,
75347,오성민,은퇴,1985년 11월 06일,
75421,오승환,은퇴,1982년 07월 15일,
68904,오영수,KBO,2000년 01월 30일,
70312,오윤,은퇴,1981년 09월 08일,
65502,오윤석,Futures,1996년 05월 28일,1군기록없음
64504,오윤석,KBO,1992년 02월 24일,15_18_19_롯데
67360,오윤성,은퇴,1998년 12월 10일,
79544,오장훈,은퇴,1984년 05월 19일,
77248,오재원,KBO,1985년 02월 09일,
75334,오재일,KBO,1986년 10월 29일,
75736,오재필,은퇴,1982년 07월 27일,
79453,오정복,은퇴,1986년 10월 13일,
60291,오정환,은퇴,1987년 12월 09일,1군기록없음
68614,오정환,KBO,1999년 03월 27일,19_기아
74359,오주원,KBO,1985년 03월 31일,
61743,오준혁,KBO,1992년 03월 11일,
77641,오준형,은퇴,1984년 07월 21일,
79109,오지환,KBO,1990년 03월 12일,
69033,오카모토,Futures,,1군기록없음
64003,오카모토,Futures,,1군기록없음
60156,오카모토,은퇴,1974년 10월 21일,10_LG
60558,오태곤,KBO,1991년 11월 18일,
78850,오현근,은퇴,1985년 09월 12일,
79293,오현택,KBO,1985년 07월 17일,
77199,옥스프링,은퇴,1977년 05월 13일,
63230,올슨,은퇴,1983년 10월 18일,
75155,왈론드,은퇴,1976년 11월 07일,
68948,왕웨이중,은퇴,1992년 04월 25일,
69343,요키시,KBO,1989년 07월 29일,
74223,용덕한,은퇴,1981년 04월 09일,
73117,우규민,KBO,1985년 01월 21일,
78454,우동균,은퇴,1989년 12월 03일,
64824,울프,은퇴,1982년 10월 18일,
67827,워스,은퇴,1985년 09월 30일,
76262,원용묵,은퇴,1986년 06월 25일,
76118,원종현,KBO,1987년 07월 31일,
69446,원태인,KBO,2000년 04월 06일,
64956,웨버,은퇴,1984년 09월 28일,
66402,웹스터,은퇴,1990년 02월 10일,
69656,윌랜드,KBO,1990년 01월 21일,
77444,윌슨,은퇴,1976년 08월 06일,1군기록없음
69569,윌슨,KBO,1990년 07월 29일,19_롯데
68135,윌슨,KBO,1989년 09월 25일,18_19_LG
61102,유강남,KBO,1992년 07월 15일,
60164,유경국,은퇴,1991년 07월 12일,
99639,유동훈,은퇴,1977년 02월 12일,
62597,유먼,은퇴,1979년 10월 11일,
62265,유민상,KBO,1989년 04월 13일,
64890,유서준,Futures,1995년 12월 04일,
76322,유선정,은퇴,1986년 08월 21일,
67640,유승철,KBO,1998년 03월 02일,
63903,유영준,KBO,1994년 07월 13일,
76757,유원상,KBO,1986년 06월 17일,
69766,유장혁,KBO,2000년 05월 30일,
76368,유재신,KBO,1987년 11월 21일,
72220,유재웅,은퇴,1979년 05월 20일,
66160,유재유,KBO,1997년 03월 03일,
61604,유재혁,은퇴,1992년 03월 29일,
66359,유재훈,은퇴,1997년 12월 18일,
61715,유창식,은퇴,1992년 05월 15일,
63295,유창준,은퇴,1989년 07월 25일,
96513,유필선,은퇴,1970년 09월 06일,
74339,유한준,KBO,1981년 07월 01일,
79229,유희관,KBO,1986년 06월 01일,
63936,윤강민,KBO,1990년 10월 08일,
74761,윤경영,은퇴,1980년 08월 12일,
73750,윤규진,KBO,1984년 07월 28일,
75730,윤근영,KBO,1986년 05월 07일,
78730,윤기호,은퇴,1988년 07월 28일,
72862,윤길현,KBO,1983년 09월 23일,
63905,윤대영,KBO,1994년 01월 31일,
78242,윤도경,은퇴,1989년 07월 02일,
62242,윤명준,KBO,1989년 06월 18일,
62016,윤병호,은퇴,1989년 07월 05일,
75620,윤석민,KBO,1986년 07월 24일,10_16_18_기아
74215,윤석민,KBO,1985년 09월 04일,11_13_두산_14_16_키움_17_19_KT
79840,윤석주,은퇴,1990년 04월 27일,
67588,윤성빈,KBO,1999년 02월 26일,
74454,윤성환,KBO,1981년 10월 08일,
62537,윤수강,KBO,1990년 02월 22일,
65064,윤수호,KBO,1992년 07월 09일,
61456,윤영삼,KBO,1992년 07월 14일,
65405,윤영수,은퇴,1992년 03월 11일,
78892,윤요섭,은퇴,1982년 03월 30일,
61652,윤정우,KBO,1988년 05월 12일,
69399,윤정현,KBO,1993년 05월 17일,
79869,윤중환,은퇴,1990년 09월 07일,
61329,윤지웅,KBO,1988년 03월 11일,
79198,윤진호,KBO,1986년 06월 23일,
62668,윤해진,KBO,1989년 02월 25일,
92506,윤형배,은퇴,1969년 04월 20일,
63961,윤호솔,KBO,1994년 07월 15일,
79653,윤효섭,은퇴,1990년 10월 24일,
74838,윤희상,KBO,1985년 05월 17일,
64861,이건욱,은퇴,1995년 02월 13일,
61569,이경우,은퇴,1987년 11월 09일,
97230,이경필,은퇴,1974년 05월 21일,
68913,이국필,은퇴,1994년 12월 06일,
60439,이규대,은퇴,1986년 10월 20일,
72860,이대수,은퇴,1981년 08월 21일,
67008,이대은,KBO,1989년 03월 23일,
93626,이대진,은퇴,1974년 06월 09일,
73153,이대형,KBO,1983년 07월 19일,
71564,이대호,KBO,1982년 06월 21일,
72333,이대환,은퇴,1979년 05월 28일,
65703,이도윤,은퇴,1996년 10월 07일,18_한화
78007,이도윤,Futures,1986년 01월 17일,1군기록없음
93225,이도형,은퇴,1975년 05월 24일,
77452,이동걸,은퇴,1983년 08월 12일,
70356,이동학,은퇴,1981년 05월 06일,
62408,이동현,은퇴,1989년 08월 05일,1군기록없음
74620,이동현,은퇴,1979년 11월 15일,10_한화
71118,이동현,KBO,1983년 01월 12일,10_19_LG
62432,이동훈,은퇴,1992년 06월 27일,1군기록없음
75554,이동훈,은퇴,1981년 12월 25일,1군기록없음
63606,이동훈,은퇴,1989년 04월 28일,13_기아
66702,이동훈,KBO,1996년 07월 24일,16_18_한화
77242,이두환,은퇴,1988년 03월 16일,
69366,이명기,Futures,2000년 01월 03일,1군기록없음
76849,이명기,KBO,1987년 12월 26일,10_13_16_SK_17_18_기아_19_NC
72535,이명우,은퇴,1982년 06월 03일,
78694,이명환,은퇴,1985년 04월 26일,
65616,이민우,KBO,1993년 02월 09일,
61194,이민재,은퇴,1988년 02월 05일,
93748,이민호,은퇴,1969년 09월 02일,1군기록없음
62929,이민호,KBO,1993년 08월 11일,13_19_NC
93645,이민호,은퇴,1970년 08월 25일,1군기록없음
78119,이범준,은퇴,1989년 07월 15일,
70756,이범호,KBO,1981년 11월 25일,
76100,이병규,KBO,1983년 10월 09일,10_17_LG_18_19_롯데
97109,이병규,은퇴,1974년 10월 25일,10_16_LG
67363,이병규,은퇴,1994년 10월 05일,1군기록없음
75342,이보근,KBO,1986년 04월 30일,
63737,이브랜드,은퇴,1983년 10월 29일,
69054,이상동,KBO,1995년 11월 24일,
63960,이상민,KBO,1990년 11월 04일,13_15_18_키움
76460,이상민,은퇴,1983년 09월 05일,1군기록없음
60864,이상백,은퇴,1987년 03월 10일,
96720,이상열,은퇴,1977년 04월 20일,
97865,이상호,은퇴,1978년 04월 24일,1군기록없음
60566,이상호,KBO,1989년 02월 05일,!3_14_16_19_NC
63334,이상호,Futures,1994년 02월 25일,1군기록없음
74647,이상화,은퇴,1980년 09월 15일,10_11_기아
77563,이상화,KBO,1988년 03월 01일,12_15_롯데_16_18_KT
80091,이상훈,은퇴,1963년 10월 22일,1군기록없음
90851,이상훈,은퇴,1971년 03월 21일,1군기록없음
93147,이상훈,은퇴,1971년 03월 11일,1군기록없음
99156,이상훈,은퇴,1980년 12월 03일,1군기록없음
78847,이상훈,은퇴,1985년 05월 10일,11_SK
60724,이상훈,은퇴,1987년 05월 04일,10_한화_12_16_삼성
64266,이성곤,KBO,1992년 03월 25일,
66409,이성규,Futures,1993년 08월 03일,
63935,이성민,은퇴,1990년 03월 30일,
73136,이성열,KBO,1984년 07월 13일,
71184,이성우,KBO,1981년 09월 01일,
65306,이성진,은퇴,1996년 11월 05일,1군기록없음
60198,이성진,은퇴,1992년 02월 23일,12_LG
78768,이성호,은퇴,1985년 03월 09일,
64464,이수민,KBO,1995년 09월 11일,
94310,이숭용,은퇴,1971년 03월 10일,
76231,이승엽,은퇴,1982년 11월 28일,1군기록없음
95436,이승엽,은퇴,1976년 08월 18일,12_17_삼성
77154,이승우,은퇴,1988년 12월 08일,12_LG
66631,이승우,은퇴,1997년 07월 01일,1군기록없음
76553,이승재,은퇴,1983년 06월 09일,
74346,이승주,은퇴,1984년 04월 13일,
64805,이승진,KBO,1995년 01월 07일,
68910,이승헌,Futures,1995년 12월 20일,1군기록없음
68529,이승헌,KBO,1998년 12월 19일,19_롯데
60146,이승현,KBO,1991년 11월 20일,
67603,이승호,KBO,1999년 02월 08일,18_19_키움
99137,이승호,은퇴,1976년 08월 23일,10_11_SK
70820,이승호,은퇴,1981년 09월 09일,10_11_SK_12_롯데_13_15_NC
74148,이시찬,은퇴,1985년 02월 25일,
73725,이양기,은퇴,1981년 01월 31일,
76435,이여상,은퇴,1984년 02월 01일,
74650,이영수,은퇴,1981년 05월 09일,
96734,이영우,은퇴,1973년 11월 27일,
73825,이영욱,은퇴,1980년 08월 13일,11_13_SK
78467,이영욱,은퇴,1985년 10월 11일,10_11_14_17_삼성_18_기아
91416,이영재,은퇴,1968년 09월 02일,
64051,이영준,KBO,1991년 10월 10일,
66291,이영하,KBO,1997년 11월 01일,
74163,이용규,KBO,1985년 08월 26일,
77211,이용찬,KBO,1989년 01월 02일,
77253,이용호,은퇴,1988년 05월 07일,15_17_두산
93245,이용호,은퇴,1970년 05월 06일,1군기록없음
91328,이용호,은퇴,1967년 08월 28일,1군기록없음
70434,이용훈,은퇴,1977년 07월 14일,10_12_롯데
95665,이용훈,은퇴,1975년 12월 14일,1군기록없음
71565,이우민,은퇴,1982년 05월 04일,
98615,이우석,은퇴,1975년 06월 12일,1군기록없음
65964,이우석,KBO,1996년 04월 16일,18_19_NC
79442,이우선,은퇴,1983년 04월 19일,
63260,이우성,KBO,1994년 07월 17일,
61145,이우찬,KBO,1992년 08월 04일,
75566,이원석,KBO,1986년 10월 21일,10_14_16_두산_17_19_삼성
68700,이원석,KBO,1999년 03월 31일,19_한화
77229,이원재,은퇴,1988년 12월 01일,10_12_15_두산
61927,이원재,은퇴,1992년 01월 22일,1군기록없음
62025,이원재,KBO,1989년 05월 20일,17_19_NC
67863,이원준,KBO,1998년 07월 02일,
67207,이유찬,KBO,1998년 08월 05일,
61865,이윤재,은퇴,1989년 01월 02일,
71641,이윤학,은퇴,1982년 02월 25일,1군기록없음
63137,이윤학,은퇴,1994년 06월 18일,15_KT
64602,이은총,KBO,1991년 04월 16일,
73563,이인구,은퇴,1980년 11월 07일,
64565,이인복,KBO,1991년 06월 18일,
60648,이인행,KBO,1991년 06월 30일,
68901,이인혁,KBO,1999년 01월 03일,
77566,이재곤,은퇴,1988년 11월 24일,
67092,이재근,Futures,1995년 01월 15일,
72216,이재영,은퇴,1979년 06월 13일,10_15_SK
68306,이재영,은퇴,1994년 08월 24일,1군기록없음
71260,이재우,은퇴,1980년 02월 09일,
76812,이재원,KBO,1988년 02월 24일,10_19_SK
68106,이재원,Futures,1999년 07월 17일,1군기록없음
66968,이재율,Futures,1993년 05월 02일,16_18_NC
75539,이재율,은퇴,1986년 05월 28일,1군기록없음
60263,이재학,KBO,1990년 10월 04일,
61557,이정담,Futures,1991년 08월 05일,
77268,이정민,은퇴,1988년 08월 25일,1군기록없음
72551,이정민,은퇴,1979년 03월 02일,10_12_14_17_롯데
74402,이정식,은퇴,1981년 11월 02일,
65622,이정현,은퇴,1992년 04월 25일,1군기록없음
67048,이정현,KBO,1997년 12월 05일,19_KT
61262,이정호,은퇴,1992년 04월 11일,13_14_두산
65902,이정호,은퇴,1992년 06월 22일,1군기록없음
